Timestamp,PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³)
2019-09-13 00:00:00,101.04,11.95,34.01,1.36
2019-09-14 00:00:00,108.59,12.36,44.37,1.47
2019-09-15 00:00:00,76.78,13.48,44.9,1.22
2019-09-16 00:00:00,71.54,13.79,44.35,1.37
2019-09-17 00:00:00,56.71,10.81,36.63,1.39
2019-09-18 00:00:00,96.0,11.33,37.71,1.51
2019-09-19 00:00:00,116.78,13.36,43.38,1.55
2019-09-20 00:00:00,104.58,11.57,38.45,1.59
2019-09-21 00:00:00,134.12,13.88,46.09,1.56
2019-09-22 00:00:00,91.11,18.25,56.55,1.54
2019-09-23 00:00:00,76.27,19.98,69.04,1.48
2019-09-24 00:00:00,57.46,11.88,49.01,1.63
2019-09-25 00:00:00,55.97,19.5,81.72,1.0
2019-09-26 00:00:00,127.54,14.3,60.81,1.93
2019-09-27 00:00:00,137.17,16.29,70.33,1.97
2019-09-28 00:00:00,160.0,15.39,71.34,1.7
2019-09-29 00:00:00,172.56,14.09,65.77,1.69
2019-09-30 00:00:00,,,,
2019-10-01 00:00:00,133.53,4.45,24.57,1.57
2019-10-02 00:00:00,,,,
2019-10-03 00:00:00,140.32,18.02,90.44,1.86
2019-10-04 00:00:00,94.75,12.38,71.94,1.49
2019-10-05 00:00:00,126.52,9.69,63.75,1.82
2019-10-06 00:00:00,106.3,6.17,39.97,1.43
2019-10-07 00:00:00,,,,
2019-10-08 00:00:00,,,,
2019-10-09 00:00:00,,,,
2019-10-10 00:00:00,136.41,22.76,43.6,2.27
2019-10-11 00:00:00,,,,
2019-10-12 00:00:00,,,,
2019-10-13 00:00:00,,,,
2019-10-14 00:00:00,,,,
2019-10-15 00:00:00,,26.13,45.66,1.6
2019-10-16 00:00:00,,,,
2019-10-17 00:00:00,,,,
2019-10-18 00:00:00,,,,
2019-10-19 00:00:00,,,,
2019-10-20 00:00:00,,,,
2019-10-21 00:00:00,,,,
2019-10-22 00:00:00,49.72,3.42,14.66,1.59
2019-10-23 00:00:00,53.68,3.46,13.07,1.54
2019-10-24 00:00:00,101.38,5.29,19.31,1.61
2019-10-25 00:00:00,84.73,7.3,25.67,1.53
2019-10-26 00:00:00,86.75,7.03,27.02,1.66
2019-10-27 00:00:00,98.79,7.43,31.67,1.72
2019-10-28 00:00:00,104.03,9.33,38.16,1.75
2019-10-29 00:00:00,102.29,7.2,29.02,1.73
2019-10-30 00:00:00,48.08,19.68,78.4,1.83
2019-10-31 00:00:00,85.89,14.74,65.1,1.81
2019-11-01 00:00:00,140.15,8.58,53.13,1.7
2019-11-02 00:00:00,126.53,11.79,51.06,1.85
2019-11-03 00:00:00,,,,
2019-11-04 00:00:00,288.8,8.81,45.08,2.59
2019-11-05 00:00:00,235.4,4.05,26.49,1.92
2019-11-06 00:00:00,193.04,22.42,53.86,1.81
2019-11-07 00:00:00,151.08,39.83,87.01,1.99
2019-11-08 00:00:00,114.34,33.01,69.05,1.74
2019-11-09 00:00:00,115.79,32.46,72.0,1.49
2019-11-10 00:00:00,,,,
2019-11-11 00:00:00,148.45,23.87,87.25,1.94
2019-11-12 00:00:00,95.48,13.81,67.59,1.87
2019-11-13 00:00:00,135.28,8.46,43.75,1.88
2019-11-14 00:00:00,96.63,17.14,68.53,1.85
2019-11-15 00:00:00,77.61,18.01,61.15,1.85
2019-11-16 00:00:00,75.14,17.08,64.75,1.87
2019-11-17 00:00:00,68.16,18.59,78.5,1.56
2019-11-18 00:00:00,65.85,19.11,74.93,1.83
2019-11-19 00:00:00,51.11,15.21,61.89,1.63
2019-11-20 00:00:00,45.48,13.73,56.25,1.7
2019-11-21 00:00:00,76.1,19.87,81.11,2.03
2019-11-22 00:00:00,81.81,19.84,84.63,1.85
2019-11-23 00:00:00,62.46,20.14,87.82,1.6
2019-11-24 00:00:00,,,,
2019-11-25 00:00:00,84.82,19.93,91.65,2.03
2019-11-26 00:00:00,67.65,15.6,76.07,1.76
2019-11-27 00:00:00,58.31,21.49,87.98,1.82
2019-11-28 00:00:00,57.63,20.98,65.85,1.77
2019-11-29 00:00:00,73.72,22.18,40.5,1.79
2019-11-30 00:00:00,66.14,21.28,35.87,1.92
2019-12-01 00:00:00,41.09,,,1.78
2019-12-02 00:00:00,50.55,17.31,28.51,1.75
2019-12-03 00:00:00,73.29,37.36,65.16,1.64
2019-12-04 00:00:00,80.91,14.9,34.32,1.72
2019-12-05 00:00:00,,,,
2019-12-06 00:00:00,137.99,10.64,38.92,1.86
2019-12-07 00:00:00,90.41,10.38,40.1,1.79
2019-12-08 00:00:00,82.89,8.58,34.31,1.77
2019-12-09 00:00:00,95.04,8.09,32.95,1.88
2019-12-10 00:00:00,94.96,7.88,33.88,1.75
2019-12-11 00:00:00,111.44,4.66,25.67,0.53
2019-12-12 00:00:00,132.21,6.8,31.43,2.04
2019-12-13 00:00:00,103.69,6.44,26.42,1.91
2019-12-14 00:00:00,84.3,8.05,29.1,1.8
2019-12-15 00:00:00,,,,
2019-12-16 00:00:00,,,,
2019-12-17 00:00:00,104.74,12.71,49.53,1.92
2019-12-18 00:00:00,100.5,11.79,45.52,1.8
2019-12-19 00:00:00,102.17,14.23,49.73,1.79
2019-12-20 00:00:00,111.33,16.54,55.85,1.87
2019-12-21 00:00:00,103.48,11.42,46.21,1.79
2019-12-22 00:00:00,108.87,11.79,47.15,1.77
2019-12-23 00:00:00,118.41,13.07,51.63,1.78
2019-12-24 00:00:00,104.57,14.39,52.01,1.84
2019-12-25 00:00:00,99.52,13.66,49.91,1.75
2019-12-26 00:00:00,103.91,10.91,46.72,1.74
2019-12-27 00:00:00,106.63,12.5,50.16,1.75
2019-12-28 00:00:00,93.53,12.17,47.98,1.8
2019-12-29 00:00:00,98.73,11.48,48.0,1.77
2019-12-30 00:00:00,98.29,11.7,48.39,1.87
2019-12-31 00:00:00,104.36,8.91,41.19,1.87
