Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³)
2019-06-11 00:00:00,27.62,,4.1,33.18,0.87
2019-06-12 00:00:00,24.87,,3.79,37.2,0.73
2019-06-13 00:00:00,26.11,,3.7,31.78,1.1
2019-06-14 00:00:00,28.73,,3.46,31.24,0.97
2019-06-15 00:00:00,34.35,,3.36,31.06,0.84
2019-06-16 00:00:00,27.64,,2.86,29.47,0.75
2019-06-17 00:00:00,36.88,,3.88,34.25,0.94
2019-06-18 00:00:00,49.27,,3.64,36.15,0.95
2019-06-19 00:00:00,37.91,,2.79,27.33,0.92
2019-06-20 00:00:00,32.24,,2.86,27.07,0.85
2019-06-21 00:00:00,35.37,,2.9,28.88,1.15
2019-06-22 00:00:00,24.48,,3.1,28.55,1.14
2019-06-23 00:00:00,23.9,,2.81,27.16,0.95
2019-06-24 00:00:00,33.59,,3.19,27.23,1.08
2019-06-25 00:00:00,40.4,,2.96,28.89,1.04
2019-06-26 00:00:00,34.71,,3.01,28.37,0.98
2019-06-27 00:00:00,34.54,,3.16,28.86,0.98
2019-06-28 00:00:00,43.92,,2.77,27.38,1.0
2019-06-29 00:00:00,40.01,,2.9,28.43,0.85
2019-06-30 00:00:00,27.6,,2.74,27.19,0.98
2019-07-01 00:00:00,31.08,,2.83,27.74,0.93
2019-07-02 00:00:00,31.24,,3.42,30.83,0.93
2019-07-03 00:00:00,29.37,,2.66,27.81,0.93
2019-07-04 00:00:00,35.44,,3.22,29.94,1.19
2019-07-05 00:00:00,31.06,,2.99,28.78,0.92
2019-07-06 00:00:00,23.38,,2.9,27.43,0.73
2019-07-07 00:00:00,,,,,
2019-07-08 00:00:00,,,,,
2019-07-09 00:00:00,27.17,,3.04,26.24,1.01
2019-07-10 00:00:00,24.38,,2.74,30.28,0.83
2019-07-11 00:00:00,27.22,,2.81,31.82,0.79
2019-07-12 00:00:00,33.07,,2.91,32.21,0.73
2019-07-13 00:00:00,28.9,,2.81,30.37,0.59
2019-07-14 00:00:00,22.55,,2.48,28.89,0.69
2019-07-15 00:00:00,21.22,,2.94,30.84,0.65
2019-07-16 00:00:00,30.11,,2.83,29.99,0.72
2019-07-17 00:00:00,35.69,,2.98,30.01,0.59
2019-07-18 00:00:00,34.68,,3.36,29.37,0.51
2019-07-19 00:00:00,24.3,,3.09,28.61,0.6
2019-07-20 00:00:00,20.89,,2.63,29.67,0.68
2019-07-21 00:00:00,22.81,,2.44,29.87,0.7
2019-07-22 00:00:00,22.27,,2.54,28.29,0.7
2019-07-23 00:00:00,28.67,,2.89,29.74,0.96
2019-07-24 00:00:00,30.47,,3.59,31.67,0.83
2019-07-25 00:00:00,26.4,,3.13,30.22,0.97
2019-07-26 00:00:00,30.69,,3.02,29.16,0.83
2019-07-27 00:00:00,31.38,,2.98,28.88,0.82
2019-07-28 00:00:00,31.04,,2.55,27.25,0.76
2019-07-29 00:00:00,28.02,,2.77,27.32,0.8
2019-07-30 00:00:00,27.3,,2.94,30.22,0.8
2019-07-31 00:00:00,26.65,,2.99,28.48,0.73
2019-08-01 00:00:00,21.33,,2.66,26.11,0.59
2019-08-02 00:00:00,19.92,,2.79,28.36,0.82
2019-08-03 00:00:00,21.15,,2.68,28.01,0.83
2019-08-04 00:00:00,,,,,0.0
2019-08-05 00:00:00,17.54,,2.94,29.33,0.52
2019-08-06 00:00:00,16.89,,2.87,30.14,0.84
2019-08-07 00:00:00,18.24,,3.34,29.77,0.82
2019-08-08 00:00:00,16.57,,2.91,28.39,0.81
2019-08-09 00:00:00,21.95,,2.87,25.86,0.76
2019-08-10 00:00:00,19.44,,3.13,29.33,0.71
2019-08-11 00:00:00,15.99,,2.54,26.66,0.74
2019-08-12 00:00:00,22.21,,3.62,30.03,0.82
2019-08-13 00:00:00,19.93,,3.55,29.93,0.77
2019-08-14 00:00:00,21.34,,3.74,29.15,0.85
2019-08-15 00:00:00,16.83,,2.58,24.76,0.76
2019-08-16 00:00:00,19.49,,3.17,27.52,0.82
2019-08-17 00:00:00,18.69,,3.71,29.52,0.94
2019-08-18 00:00:00,21.83,,5.56,27.26,0.91
2019-08-19 00:00:00,21.25,,2.76,39.62,0.67
2019-08-20 00:00:00,18.77,,2.55,41.74,0.82
2019-08-21 00:00:00,20.78,,2.43,38.36,0.75
2019-08-22 00:00:00,21.07,,2.27,37.41,0.73
2019-08-23 00:00:00,20.67,,2.21,34.56,0.63
2019-08-24 00:00:00,18.35,,2.18,32.22,0.74
2019-08-25 00:00:00,15.37,,2.14,30.56,0.66
2019-08-26 00:00:00,17.83,,2.23,28.4,1.14
2019-08-27 00:00:00,21.17,,2.17,31.94,0.73
2019-08-28 00:00:00,24.02,,2.2,32.32,0.63
2019-08-29 00:00:00,23.75,,2.31,33.6,0.66
2019-08-30 00:00:00,27.95,,3.02,30.91,0.83
2019-08-31 00:00:00,35.59,,2.94,28.8,1.05
2019-09-01 00:00:00,30.26,,2.83,27.69,1.13
2019-09-02 00:00:00,22.4,,2.47,24.89,1.02
2019-09-03 00:00:00,17.85,,2.73,26.82,1.13
2019-09-04 00:00:00,27.29,,5.22,32.57,1.0
2019-09-05 00:00:00,26.23,,2.84,24.46,1.23
2019-09-06 00:00:00,15.65,,2.96,26.02,1.08
2019-09-07 00:00:00,13.27,,2.7,26.56,1.3
2019-09-08 00:00:00,,,,,
2019-09-09 00:00:00,11.73,,2.14,23.15,0.88
2019-09-10 00:00:00,25.67,,5.69,31.33,0.93
2019-09-11 00:00:00,,,,,0.0
2019-09-12 00:00:00,,,,,
2019-09-13 00:00:00,,,,,
2019-09-14 00:00:00,,,,,
2019-09-15 00:00:00,,,,,
2019-09-16 00:00:00,35.4,,3.22,26.92,1.45
2019-09-17 00:00:00,17.12,,3.96,31.18,1.33
2019-09-18 00:00:00,19.07,,3.03,29.81,1.15
2019-09-19 00:00:00,20.61,,3.3,28.57,1.21
2019-09-20 00:00:00,16.52,,3.02,29.83,1.04
2019-09-21 00:00:00,29.22,,3.01,31.28,1.43
2019-09-22 00:00:00,16.62,,5.7,30.72,1.31
2019-09-23 00:00:00,22.24,,7.47,32.51,1.41
2019-09-24 00:00:00,22.58,,3.6,30.5,1.56
2019-09-25 00:00:00,13.84,,2.88,29.01,1.15
2019-09-26 00:00:00,16.59,,2.99,29.71,1.33
2019-09-27 00:00:00,20.88,,3.87,32.51,1.38
2019-09-28 00:00:00,20.89,,2.98,30.65,1.24
2019-09-29 00:00:00,24.0,,2.9,31.92,1.29
2019-09-30 00:00:00,21.17,,2.97,31.84,1.41
2019-10-01 00:00:00,21.6,,3.14,34.09,1.03
2019-10-02 00:00:00,15.24,,3.98,35.85,0.87
2019-10-03 00:00:00,24.37,,3.37,37.84,1.43
2019-10-04 00:00:00,24.55,,4.49,39.26,1.15
2019-10-05 00:00:00,31.15,,4.99,43.8,1.51
2019-10-06 00:00:00,20.13,,2.53,29.8,1.01
2019-10-07 00:00:00,21.82,,2.59,28.06,1.36
2019-10-08 00:00:00,26.65,,2.53,25.13,0.88
2019-10-09 00:00:00,31.65,,4.05,35.49,1.16
2019-10-10 00:00:00,188.81,,6.43,40.67,1.27
2019-10-11 00:00:00,32.46,,8.32,43.09,1.15
2019-10-12 00:00:00,27.26,,4.67,33.38,0.81
2019-10-13 00:00:00,18.93,,3.35,27.46,0.49
2019-10-14 00:00:00,19.56,,8.59,36.36,0.76
2019-10-15 00:00:00,20.83,,5.37,28.64,0.69
2019-10-16 00:00:00,18.37,,3.23,25.0,0.85
2019-10-17 00:00:00,16.37,,4.73,28.56,1.06
2019-10-18 00:00:00,17.99,,3.2,26.73,1.09
2019-10-19 00:00:00,15.09,,3.17,25.7,0.75
2019-10-20 00:00:00,17.62,,2.98,26.04,0.91
2019-10-21 00:00:00,39.99,,4.33,28.96,1.1
2019-10-22 00:00:00,17.36,,3.13,24.41,0.89
2019-10-23 00:00:00,14.28,,3.1,27.39,0.95
2019-10-24 00:00:00,13.79,,2.95,25.4,0.49
2019-10-25 00:00:00,16.51,,2.89,28.9,0.7
2019-10-26 00:00:00,15.91,,2.87,26.71,0.82
2019-10-27 00:00:00,22.81,,3.58,26.36,1.26
2019-10-28 00:00:00,27.19,,3.62,22.55,1.32
2019-10-29 00:00:00,23.23,,2.86,19.37,1.28
2019-10-30 00:00:00,18.05,,3.23,20.7,1.34
2019-10-31 00:00:00,16.96,,3.34,23.3,1.17
2019-11-01 00:00:00,20.77,,2.72,26.21,1.02
2019-11-02 00:00:00,22.36,,5.1,30.79,1.46
2019-11-03 00:00:00,21.22,,2.73,27.32,1.09
2019-11-04 00:00:00,30.72,,6.89,43.45,1.49
2019-11-05 00:00:00,37.41,,6.3,48.53,1.65
2019-11-06 00:00:00,39.25,,2.87,40.13,1.47
2019-11-07 00:00:00,46.31,,3.16,40.36,1.54
2019-11-08 00:00:00,35.95,,3.16,33.7,1.43
2019-11-09 00:00:00,29.76,,2.84,30.5,1.24
2019-11-10 00:00:00,33.37,,2.92,26.46,1.25
2019-11-11 00:00:00,40.1,,3.12,31.38,1.33
2019-11-12 00:00:00,26.04,,2.77,29.8,1.15
2019-11-13 00:00:00,28.65,,2.65,31.36,1.11
2019-11-14 00:00:00,23.16,,2.75,31.25,1.07
2019-11-15 00:00:00,22.15,,4.21,32.03,1.28
2019-11-16 00:00:00,22.13,,3.2,28.92,1.29
2019-11-17 00:00:00,24.01,,2.71,25.09,0.99
2019-11-18 00:00:00,26.5,,3.18,28.08,1.27
2019-11-19 00:00:00,23.31,,3.29,27.81,1.17
2019-11-20 00:00:00,22.05,,3.43,26.39,1.18
2019-11-21 00:00:00,33.42,,4.21,31.05,1.29
2019-11-22 00:00:00,31.99,,3.11,27.21,1.14
2019-11-23 00:00:00,24.85,,2.85,31.47,1.11
2019-11-24 00:00:00,11.93,,2.63,28.89,1.16
2019-11-25 00:00:00,11.95,,2.72,30.19,1.17
2019-11-26 00:00:00,12.04,,2.8,29.92,1.06
2019-11-27 00:00:00,21.31,,3.42,32.55,1.23
2019-11-28 00:00:00,20.97,,3.04,35.43,1.19
2019-11-29 00:00:00,25.14,,3.0,33.15,1.1
2019-11-30 00:00:00,29.21,,3.36,30.12,1.12
2019-12-01 00:00:00,18.97,,2.81,24.47,1.13
2019-12-02 00:00:00,20.05,,3.1,25.13,1.07
2019-12-03 00:00:00,31.52,,3.02,27.92,1.1
2019-12-04 00:00:00,41.7,,2.7,27.8,1.01
2019-12-05 00:00:00,53.01,,2.6,30.66,1.03
2019-12-06 00:00:00,57.82,,2.5,31.66,1.15
2019-12-07 00:00:00,47.23,,2.72,34.14,1.26
2019-12-08 00:00:00,31.06,,2.64,30.32,1.14
2019-12-09 00:00:00,30.58,,2.87,32.29,1.2
2019-12-10 00:00:00,27.63,,2.57,31.47,1.03
2019-12-11 00:00:00,33.11,,3.19,38.32,1.16
2019-12-12 00:00:00,32.44,,2.41,35.37,1.13
2019-12-13 00:00:00,37.28,,2.53,33.91,1.12
2019-12-14 00:00:00,30.59,,2.57,29.77,1.1
2019-12-15 00:00:00,25.04,,2.43,28.62,0.98
2019-12-16 00:00:00,30.11,,3.13,31.36,1.07
2019-12-17 00:00:00,30.34,,2.73,30.95,0.97
2019-12-18 00:00:00,45.78,,3.1,33.28,1.16
2019-12-19 00:00:00,38.29,,3.08,32.59,1.21
2019-12-20 00:00:00,45.35,,3.23,37.24,1.2
2019-12-21 00:00:00,49.85,,2.5,31.53,1.18
2019-12-22 00:00:00,47.31,,2.36,28.95,0.98
2019-12-23 00:00:00,49.37,,2.87,33.48,1.12
2019-12-24 00:00:00,41.83,,2.69,33.08,1.2
2019-12-25 00:00:00,39.51,,2.74,31.27,1.3
2019-12-26 00:00:00,47.15,,2.92,31.89,1.26
2019-12-27 00:00:00,46.45,,2.97,32.76,1.16
2019-12-28 00:00:00,41.57,,2.56,30.1,0.96
2019-12-29 00:00:00,38.95,,2.33,29.3,0.99
2019-12-30 00:00:00,41.95,,2.34,31.99,1.16
2019-12-31 00:00:00,50.12,,2.69,34.06,1.27
